哀悼	参加追悼会的人向死者表示深切的哀悼。//$
杂	大米里杂有很多沙子。/他杂在人群中没有被发现。//$
砸	我的钥匙忘在屋子里了，只好把门砸开了。/这块石头真硬，砸了半天也没砸碎。//$一块石头砸在我的腿上，把我的腿砸伤了。/冰雹把庄稼都砸了。/楼上掉下一个花盆，差点儿没砸着我。//$杯子掉在地上，砸了。/小心花瓶，别砸了！。/我刚才收拾房间的时候，不小心把烟灰缸砸了。//$这次考试，我考砸了。/这次演出一定要成功，千万别砸了！。/由于没有经验，那件事情给办砸了。/好好的一次活动，全让他一个人搞砸了。//$
栽	花草栽下以后，要经常浇水。/我家小院里栽满了花儿，非常好看。//$小王突然头晕得厉害，一下子栽到桌子下边去了。/他一不小心，栽了一跤，把腿摔伤//$
栽培	现在很多农民都学会了果树栽培技术。/$谢谢老师多年来对我的栽培！。/这所大学很重视对年轻教师的栽培和教育。//$
栽种	这里比较干燥，栽种果树比较合适。/春天，我们在这块地上栽种花草，夏天栽种蔬菜。//$
载	
宰	村里人宰了一头猪欢迎客人。/她胆子太小，连鸡也不敢宰。/他宰牛很有经验。//$我在那儿挨过好几次宰。/那家商店你别去，太宰人了！。/刚来这儿的时候，我不了解情况，买东西的时候常常挨宰 。/ 我被那家商店宰过一次，以后再也不去了。//$
再见	老师再见！。/再见了，同学们！。/您请回吧，再见！。/再见，祝你们一路顺风！。/明天我就要回国了，今天来跟您说再见。//$
再说	你的问题等过些日子再说吧。/这几天我没空儿，等以后有时间再说吧。/我还没考虑过结婚的事，过两年再说。/$
在	我父母在老家。/请问，邮局在哪儿？。/小王在吗？—一他不在，上课去了。/词典在左边的书架上。/弟弟在叔叔那儿。/$父母都还在。/家里老人还都在吧?。/我爷爷早就不在了，他去世已经20年了。/$学习成绩好坏主要在自己努力不努力。/这次没考好，主要在我没准备好。/能不能成功，就在你们这次表现得如何了。//$
在场	警察找了几个在场的证人了解情况。/他俩打架的时候我不在场，所以不了解当时的情况。/事故发生时小王正好在场，看得很清楚。//$
在座	我现在给大家介绍一下在座的来宾。/校长会见客人时，其他几位校领导也在座。/在座的还有不少名演员。//$
在乎	我很在乎别人对我的看法。/你在乎考试成绩的好坏吗？。/他总是不理你，你在不在乎这种态度？。/我不在乎衣服是不是名牌，只要能穿就行。/别人说什么我一点儿也不在乎，我自己做好自己的工作就行了。//$
在于 	小王的成功在于坚持。/我批评你的目的在于帮助你改正错误。/欧美人觉得学汉语难就在于汉字太复杂了。/$考得好不好在于你复习得好不好。/这家商店生意好在于商品质量好。/生活是不是幸福不在于物质，而在于精神。/老百姓生活水平提高得快不快在于经济发展的速度。//$
载	这辆车上载有大量危险物品。/这是辆货车，不能载人。/中国已经研究成功了载人宇宙飞船。//$
攒	为了攒钱买房子，他不抽烟了。/小王虽然工作了好几年，但是没攒下多少钱。/今年我已经攒够了去南方旅行的钱。/我今年一年都没休息，打算攒够一个月的假期后去外地旅游。//$
赞助	这次活动得到了有关单位的大力赞助。/我们公司决定赞助这次运动会人民币一千万元。//$
赞成	
赞美	诗人们用诗歌来赞美祖国美丽的河山。/我们从游客那儿听到的都是对美丽景色的赞美。//$
赞赏	小王工作认真努力，受到了领导的赞赏。/我非常赞赏这种无私地帮助别人的行为。//$
赞叹	他们精彩的演出，真让人赞叹。/一件件精美的艺术品都引起观众的赞叹。/一个五岁的孩子钢琴弹得那么好，使得大家不断发出赞叹的声音。//$
赞扬	很多客人来信赞扬这家饭店的服务员。/文章赞扬了他热情帮助别人的精神。//$
赞誉	他的出色表现得到一片赞誉之声。/政府美化环境的措施受到市民的普遍赞誉。//$
早婚	早婚不好。/这个地区以前流行早婚。//$
早退	
葬	奶奶去世后要和爷爷葬在一起。//$
糟蹋	你老买这些没有用的东西，真是糟蹋钱！。/不想吃就别吃了，别糟蹋粮食！。/小孩儿在草坪上踢足球，好好的草坪全被糟蹋了。/$你别糟蹋我了，说点儿好听的吧！你这哪里是给我画像，简直是糟蹋我！。/这篇文章写得很不好，糟蹋了我们公司的形象。//$
遭	我十几岁的时候家里遭了一场大难。/下了一个星期大雨，这个地方遭了灾。//$
遭受 	历史上，中国人民遭受过很多痛苦。/在遭受了一系列失败后，他成熟了很多。//$
遭遇	小王最近遭遇了很大的不幸，家里被小偷儿偷了。/虽然我们在工作中遭遇了很多困难，但是一个个都被我们克服了。/$
造	这家飞机制造厂每年能造几架小飞机。/请大家用这个生词造一个句子。//$
造成	已经三年过去了，这座楼还没造成。/工人们用三个月时间造成了一条大船。/花了半年多的时间，这座大桥终于造成了。/$造成严重后果。/造成这次严重变通事故的原因是司机酒后开车。/由于政策的失误，造成了今年农村经济的下降。/他说的这些不负责任的话造成了不良的影响。//$
造就	新时代造就了大批优秀的科学技术人才。/这所大学一百年来为中国造就了大批的建设人才。//$
责备	别过分责备孩子，要耐心地帮助他。/公司领导责备他没按时完成任务。/她没照顾好病人，受到了领导的责备。//$
责怪	他责怪我没早点儿告诉他这件事。/这件事你别责怪他，是我自己没跟他说清楚。/听他说话的语气，有点儿责怪你的意思；别紧张，班长这么说不是要责怪大家，只是希望了解更多的情况。//$
择偶	
择优	对这些求职的人我们要择优录用他们都考得不错，公司将择优挑选。/我们要根据考试成绩和平时表现择优聘用干部。//$
增	
增加	光增加入不行，还应该提高生产效率。/今年的学生数量比去年增加了百分之三十。/这项工作光我们两个人做肯定不行，还得再增加几个人。/他每月的工资从2000元增加到2 500元。//$
增进	吃了这种药可以增进食欲。/常常锻炼身体对增进健康有好处。/这次访问增进了两国人民之间的友谊。/人和人之间，民族和民族之间部应该增进了解。//$
增强	多读、多背、多写可以增强记忆力。/通过认真复习，我增强了考好的信心。/改革开放以来，中国的经济力量大大增强了。//$
增色	他的修改使文章大为增色。/我相信他们的表演会为晚会增色。/灿烂的阳光给山上美丽的风光增色不少。/这套名贵的首饰不但没给她增色，反而更显出她内心的空虚。//$
增添	孩子的出生为家庭增添了不少乐趣。/这家工厂准备明年再增添一枇新设备。/这次旅行给您增添了不少麻烦，真对不起！//$
增长	今年学生人数比上一年增长了百分之五十。/近几年来，农民的经济收入有了很大的增长。/中国经济的快速增长引起了全世界的关注。//$
憎恨	他特别憎恨这种不道德的人。/我的心里对这种坏人充满了憎恨。/他们俩矛盾很深，互相之间除了憎恨没有别的。//$
憎恶	我对这种事情非常憎恶，不想提起它。/我虽然根憎恶这种行为，但是又没有办法制止。//$
赠	
赠送	她把自己的书赠送给朋友。/新年晚会上，大家互相赠送节日礼物我们向这所农村小学赠送十台彩色电视机。/放在桌子上的这些东西都是别人赠送的礼品。//$
咨询	我们常常给别人提供各种咨询。/我们咨询了几位专家，他们给我们提出了非常有用的建议。//$
自称	在他占领的地区，他自称将军。/虽然他自称是内行，但我们谁也不服他。/昨天一个自称教叔的人去幼儿团接我的孩子，幸亏被幼儿园老师及时发现，报了警。/$这个公司自称是中国最大的广告公司。/他自称是第一个发现这个秘密的人。/他自称了解中国，但连上海在哪儿都不知道。/据说曾经有一个人自称月亮归他所有。/$
自动化	这是一套自动化的进口设备。/我们最近从国外进口了一套自动化生产线。/产品的生产过程已经全部自动化了。/在实现自动化以前，工人们每天工作十分辛苦。//$
自觉	他自觉身体不舒服，就去医院看了看。/说完这话自觉有点儿不合适，马上向人家道歉。/$
自立	十八岁以后，生活上应该能够自立了。/我那时候经济上不能自立，需要父母亲的帮助。/孩子们都还没有自立，我必须努力工作培养他们。//$
自强	我们应当自强。/要想不落后，首先要自强。/中华民族自古以来就是一个自强的民族。//$
自习	我们每天有两节自习课。/我们每个班都有一间自习教室。/现在大家自习，有什么问题可以问老师。/每天早晨七点刊到八点大家都在自习。//$
自信	我自信这次考试问题不大。/我们自信这次比赛能得到第一名。/他自信自己外语水平很高，在国外生活没有问题。/$
自学	我自学过法律。/他是通过自学成为一名工程师的。/我自学了十年，终于通过了国家考试。//$
自尊	只有自尊才能受到别人的尊重。/年轻人要自尊，不要做那些不文明的事情。//$
自治	这个民族一直在争取民族自治的权利。//$
自主	我们坚持自主的外交政策。/古时候，年轻人的婚姻不能自主，往往由父母决定。/一个国家的内部事务应该由这个国家自主解决，别国不要干涉。//$
综合	综合刚才各位的发言，我作一下总结。/综合大家的意见，我们可以得出这样一个结论。/小组讨论结束以后，请你把大家的意见综合综合。/$
综述	下面综述一下前面讲的内容。/这篇报告综述了一年来的工作。/$
总	把几方面的收入总起来，数额还不少。/下班前，营业员把当天的钱总了总，交给了会计。/$
总称	苹果、香蕉，梨等总称为水果。/汽车、火车、电车、自行车等各种车总称车辆。/$
